citing_paper_id,cited_paper_id,citing_title,cited_title,citing_year,cited_year,resolution_method
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,Human-specific genetics: new tools to explore the molecular and cellular basis of human evolution.,2026,2023,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,Accelerated evolution of conserved noncoding sequences in humans.,2026,2006,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,Emerging principles of regulatory evolution.,2026,2007,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,The bonobo genome compared with the chimpanzee and human genomes.,2026,2012,unresolved
pmid_41823704,10.1038_nature12886,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,The complete genome sequence of a Neanderthal from the Altai Mountains.,2026,2013,exact_pmid
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,A high-coverage Neandertal genome from Vindija Cave in Croatia.,2026,2017,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,PLINK: a tool set for whole-genome association and population-based linkage analyses.,2026,2007,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,g:Profiler: a web server for functional enrichment analysis and conversions of gene lists (2019 update).,2026,2019,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,JASPAR 2024: 20th anniversary of the open-access database of transcription factor binding profiles.,2026,2024,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,Evolutionary genomics. Evolutionary changes in promoter and enhancer activity during human corticogenesis.,2026,2015,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,edgeR: a Bioconductor package for differential expression analysis of digital gene expression data.,2026,2009,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,Genome-wide detection and characterization of positive selection in human populations.,2026,2007,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,A comprehensive evaluation of module detection methods for gene expression data.,2026,2018,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,Developmental dynamics of lncRNAs across mammalian organs and species.,2026,2019,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,Linkage disequilibrium--understanding the evolutionary past and mapping the medical future.,2026,2008,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,Human-Specific NOTCH2NL Genes Expand Cortical Neurogenesis through Delta/Notch Regulation.,2026,2018,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,Statistical method for testing the neutral mutation hypothesis by DNA polymorphism.,2026,1989,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,Uncovering the extensive trade-off between adaptive evolution and disease susceptibility.,2026,2022,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,"PopTradeOff: A database for exploring population-specificity of adaptive evolution, disease susceptibility, and drug res",2026,2023,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,"An integrated map of genetic variation from 1,092 human genomes.",2026,2012,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,Comment on papers by Evans et al. and Mekel-Bobrov et al. on Evidence for Positive Selection of MCPH1 and ASPM.,2026,2007,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,VariScan: Analysis of evolutionary patterns from large-scale DNA sequence polymorphism data.,2026,2005,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,A map of recent positive selection in the human genome.,2026,2006,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,ESTIMATING F-STATISTICS FOR THE ANALYSIS OF POPULATION STRUCTURE.,2026,1984,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,<i>Fasim-LongTarget</i> enables fast and accurate genome-wide lncRNA/DNA binding prediction.,2026,2022,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,The long noncoding RNAs NEAT1 and MALAT1 bind active chromatin sites.,2026,2014,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,Enhancer Function and Evolutionary Roles of Human Accelerated Regions.,2026,2022,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,Human-specific features of spatial gene expression and regulation in eight brain regions.,2026,2018,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,Intersection of population variation and autoimmunity genetics in human T cell activation.,2026,2014,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,"Comment on ""Ongoing adaptive evolution of ASPM, a brain size determinant in Homo sapiens",2026,2007,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,A comparative encyclopedia of DNA elements in the mouse genome.,2026,2014,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,Transcription factor binding sites are frequently under accelerated evolution in primates.,2026,2023,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,Spatiotemporal transcriptomic divergence across human and macaque brain development.,2026,2018,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,Knockout of the DNA binding domains in human-specific lncRNAs causes changed expression of target genes,2026,2022,unresolved
pmid_41823704,,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,A multi-cancer CRISPR/Cas9 reveals distinct gene dysregulation by noncoding MSTRG transcripts,2026,2024,unresolved
pmid_41823704,pmid_41823704,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression.,Human-specific lncRNAs contributed critically to human evolution by distinctly regulating gene expression,2026,2026,fuzzy_title_0.90
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Hybridization in human evolution: insights from other organisms,2026,2019,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,LAP-MALDI MS analysis of amelogenin from teeth for biological sex estimation.,2026,2024,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Early holocene preservation differences between cortical and trabecular bone proteomes,2026,2024,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Histone Sequence Database: a compilation of highly-conserved nucleoprotein sequences.,2026,1996,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Extensive parallelism in protein evolution.,2026,2007,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Biochemistry and molecular biology of amelogenin proteins of developing dental enamel.,2026,1995,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,"Identification of a new hominin bone from Denisova Cave, Siberia using collagen fingerprinting and mitochondrial DNA ana",2026,2016,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Zooarchaeology through the lens of collagen fingerprinting at Denisova Cave.,2026,2021,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,,2026,2023,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,"Collagen sequence analysis of fossil camels, Camelops and c.f. Paracamelus, from the Arctic and sub-Arctic of Plio-Pleis",2026,2018,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Proteome degradation in ancient bone: diagenesis and phylogenetic potential,2026,2014,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Proteomic analysis of a pleistocene mammoth femur reveals more than one hundred ancient bone proteins.,2026,2011,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Fast methods based on mass spectrometry for peptide identification. application to sex determination of human remains in,2026,2022,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Population Genomics in the Great Apes.,2026,2020,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,,2026,,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Natural variation in four human collagen genes across an ethnically diverse population.,2026,2008,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,The detection of shared and ancestral polymorphisms.,2026,2005,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,A late Middle Pleistocene Denisovan mandible from the Tibetan Plateau.,2026,2019,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Identifying and Interpreting Apparent Neanderthal Ancestry in African Individuals.,2026,2020,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Spectra without stories: reporting 94% dark and unidentified ancient proteomes,2026,2024,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Amelogenin peptide analyses reveal female leadership in Copper Age Iberia (c. 2900-2650 BC).,2026,2023,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Speed-e: a modified version of the sample preparation by easy extraction and digestion (-free) protocol for enamel-based,2026,2024,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,A library of avian proteins improves palaeoproteomic taxonomic identification and reveals widespread intraspecies variab,2026,2025,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,,2026,2014,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Modern humans did not admix with Neanderthals during their range expansion into Europe.,2026,2004,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Deep-time paleogenomics and the limits of DNA survival.,2026,2023,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,"Something old, something borrowed: admixture and adaptation in human evolution.",2026,2018,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Protein sequences bound to mineral surfaces persist into deep time.,2026,2016,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,,2026,,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,A Middle Pleistocene Denisovan molar from the Annamite Chain of northern Laos.,2026,2022,unresolved
pmid_41748326,pmid_22042846,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Archaic human genomics,2026,2012,fuzzy_title_0.67
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,StarBeast3: Adaptive Parallelized Bayesian Inference under the Multispecies Coalescent.,2026,2022,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,,2026,,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,The distribution of fitness effects of new mutations.,2026,2007,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Low-Invasive Sampling Method with Tape-Disc Sampling for the Taxonomic Identification of Archeological and Paleontologic,2026,2024,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Digging deeper into ancient skeletal proteomes through consecutive digestion with multiple proteases.,2026,2024,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,,2026,2025,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Phylogenetic Signal in Primate Tooth Enamel Proteins and its Relevance for Paleoproteomics.,2026,2025,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Convergent evolution of the genomes of marine mammals.,2026,2015,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Analysis of 5000 year-old human teeth using optimized large-scale and targeted proteomics approaches for detection of se,2026,2019,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Protein sequence comparison of human and non-human primate tooth proteomes.,2026,2020,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,The proteome of the late Middle Pleistocene Harbin individual.,2026,2025,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Targeted proteomic quantification on quadrupole-orbitrap mass spectrometer.,2026,2012,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,"An approximate likelihood method reveals ancient gene flow between human, chimpanzee and gorilla",2026,2024,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,"Advancing sex estimation from amelogenin: applications to archaeological, deciduous, and fragmentary dental enamel",2026,2024,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Nonadaptive Amino Acid Convergence Rates Decrease over Time.,2026,2015,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Bio3d: an R package for the comparative analysis of protein structures.,2026,2006,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Eighteen million years of diverse enamel proteomes from the East African Rift.,2026,2025,unresolved
pmid_41748326,pmid_20448178,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,A draft sequence of the Neandertal genome.,2026,2010,exact_pmid
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,A new approach to amino acid racemization in enamel: testing of a less destructive sampling methodology,2026,2008,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Ancestral inference from samples of DNA sequences with recombination.,2026,1996,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,New algorithms and methods to estimate maximum-likelihood phylogenies: assessing the performance of PhyML 3.0.,2026,2010,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,The Y-chromosome point mutation rate in humans.,2026,2015,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Preserved Proteins from Extinct Bison latifrons Identified by Tandem Mass Spectrometry; Hydroxylysine Glycosides are a C,2026,2015,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,"Incomplete lineage sorting patterns among human, chimpanzee, and orangutan suggest recent orangutan speciation and wides",2026,2011,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,No evidence of a Neanderthal contribution to modern human diversity.,2026,2008,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Analysis of higher-primate phylogeny from transversion differences in nuclear and mitochondrial DNA by Lake's methods of,2026,1988,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Distinct post-translational features of type I collagen are conserved in mouse and human periodontal ligament,2026,2017,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Altitude adaptation in Tibetans caused by introgression of Denisovan-like DNA.,2026,2014,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Chimpanzee and human Y chromosomes are remarkably divergent in structure and gene content.,2026,2010,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Matplotlib: a 2D graphics environment,2026,2007,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Horse Y chromosome assembly displays unique evolutionary features and putative stallion fertility genes.,2026,2018,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,"Tryps-in: a streamlined palaeoproteomics workflow enables zooms analysis of 10,000-year-old petrous bones from Jordan ri",2026,2023,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Quantitative metaproteomics of medieval dental calculus reveals individual oral health status.,2026,2018,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Multispecies coalescent and its applications to infer species phylogenies and cross-species gene flow.,2026,2021,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,MAFFT multiple sequence alignment software version 7: improvements in performance and usability.,2026,2013,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,"The Evolution of Unusually Small Amelogenin Genes in Cetaceans; Pseudogenization, X-Y Gene Conversion, and Feeding Strat",2026,2019,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Automated High-Throughput Biological Sex Identification from Archeological Human Dental Enamel Using Targeted Proteomics,2026,2024,unresolved
pmid_41748326,pmid_20336068,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,The complete mitochondrial DNA genome of an unknown hominin from southern Siberia.,2026,2010,exact_pmid
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,High-resolution comparative analysis of great ape genomes.,2026,2018,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Geometric morphometrics and paleoproteomics enlighten the paleodiversity of Pongo.,2026,2023,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Ancient gene flow from early modern humans into Eastern Neanderthals.,2026,2016,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Ancient admixture from an extinct ape lineage into bonobos.,2026,2019,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,"""Two out of three"": an alternative method for codon reading.",2026,1978,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Paleogenomics of archaic hominins.,2026,2011,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,How low can you go? The effects of mutation rate on the accuracy of species-tree estimation.,2026,2013,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Multi-protease analysis of Pleistocene bone proteomes.,2026,2020,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,The era of the ARG: An introduction to ancestral recombination graphs and their significance in empirical evolutionary g,2026,2024,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Morphometrics and hominoid phylogeny: Support for a chimpanzee-human clade and differentiation among great ape subspecie,2026,2004,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,The effect of recent admixture on inference of ancient human population history.,2026,2010,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Enamel peptides reveal the sex of the Late Antique 'Lovers of Modena'.,2026,2019,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Gene trees in species trees,2026,1997,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Enamel proteins reveal biological sex and genetic variability in southern African &lt;i&gt;Paranthropus&lt;/i&gt;.,2026,2025,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Lineage sorting in apes,2026,2014,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Ensembl 2023.,2026,2023,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Interpreting the genomic landscape of introgression.,2026,2017,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Gene Tree Discordance Can Generate Patterns of Diminishing Convergence over Time.,2026,2016,unresolved
pmid_41748326,pmid_22936568,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,A high-coverage genome sequence from an archaic Denisovan individual.,2026,2012,exact_pmid
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,,2026,1987,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Extraction and sequencing of human and Neanderthal mature enamel proteins using MALDI-TOF/TOF MS,2026,2009,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Recalibrating Equus evolution using the genome sequence of an early Middle Pleistocene horse.,2026,2013,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Sex estimation using sexually dimorphic amelogenin protein fragments in human enamel,2026,2019,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Genome-wide signatures of convergent evolution in echolocating mammals.,2026,2013,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Phylogenetically informative proteins from an Early Miocene rhinocerotid.,2026,2025,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,,2026,,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,,2026,,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,,2026,,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,,2026,,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Ghost admixture in eastern gorillas.,2026,2023,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Widespread discordance of gene trees with species tree in Drosophila: evidence for incomplete lineage sorting.,2026,2006,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,A high-coverage Neandertal genome from Vindija Cave in Croatia.,2026,2017,unresolved
pmid_41748326,10.1038_nature12886,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,The complete genome sequence of a Neanderthal from the Altai Mountains.,2026,2013,exact_pmid
pmid_41748326,pmid_23823723,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Great ape genetic diversity and population history.,2026,2013,exact_pmid
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Rate4Site: an algorithmic tool for the identification of functional regions in proteins by surface mapping of evolutiona,2026,2002,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Benchmarking the identification of a single degraded protein to explore optimal search strategies for ancient proteins,2026,2024,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,SPIN enables high throughput species identification of archaeological bone by proteomics.,2026,2022,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,"Child murder in the Early Bronze Age: proteomic sex identification of a cold case from Schleinbach, Austria.",2026,2020,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Pervasive incomplete lineage sorting illuminates speciation and selection in primates.,2026,2023,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Frequent and widespread parallel evolution of protein sequences.,2026,2008,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Mid-Pliocene warm-period deposits in the High Arctic yield insight into camel evolution.,2026,2013,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Immunological time scale for hominid evolution.,2026,1967,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Proteomic profiling of archaeological human bone.,2026,2017,unresolved
pmid_41748326,pmid_23823723,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Genetic Diversity on the Sex Chromosomes.,2026,2018,fuzzy_title_0.67
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Insights into hominid evolution from the gorilla genome sequence.,2026,2012,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Hybrid troponin reconstituted from vertebrate and arthropod subunits.,2026,1975,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,A mathematical theory of communication,2026,2001,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Detecting archaic introgression using an unadmixed outgroup.,2026,2018,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Of mice and men: anatomy of the amelogenin gene,2026,1989,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Understanding the origin of species with genome-scale data: modelling gene flow.,2026,2013,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Sex determination of human remains from peptides in tooth enamel.,2026,2017,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,The identification of peptides by nanoLC-MS/MS from human surface tooth enamel following a simple acid etch extraction,2026,2016,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,The power of 100.,2026,2022,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Deep-time phylogenetic inference by paleoproteomic analysis of dental enamel.,2026,2024,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,A male Denisovan mandible from Pleistocene Taiwan.,2026,2025,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Early homo and the role of the genus in paleoanthropology,2026,2018,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Great ape genomics.,2026,2013,unresolved
pmid_41748326,pmid_21868630,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Archaic admixture in the human genome.,2026,2006,fuzzy_title_0.75
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Paleoproteomics.,2026,2022,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Pathogens and host immunity in the ancient human oral cavity.,2026,2014,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Ambiguity Coding Allows Accurate Inference of Evolutionary Parameters from Alignments in an Aggregated State-Space.,2026,2021,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,The dental proteome of Homo antecessor.,2026,2020,unresolved
